c Pb de flot max
a 1470 1521 824166 824166
a 1471 1520 471891 0
a 1471 1521 647905 48263
a 1471 1522 362120 362120
a 1472 1521 497655 0
a 1472 1522 887572 309204
a 1472 1523 532197 492443
a 1473 1522 113004 113004
a 1473 1523 824571 316797
a 1473 1524 51399 51399
a 1474 1523 529703 529703
a 1474 1524 184136 184136
a 1474 1525 67418 67418
a 1475 1524 921986 441772
a 1475 1525 715068 278889
a 1475 1526 204897 204897
a 1476 1525 662986 563915
a 1476 1526 58861 58861
a 1476 1527 13513 13513
a 1477 1526 727821 213252
a 1477 1527 98063 98063
a 1477 1528 872191 668677
a 1478 1527 375515 173950
a 1478 1528 774989 229976
a 1478 1529 227995 227995
a 1479 1528 372457 0
a 1479 1529 472931 255922
a 1479 1530 761190 761190
a 1480 1529 342831 184814
a 1480 1530 388039 0
a 1480 1531 694403 523653
a 1481 1530 166996 0
a 1481 1531 859929 180311
a 1481 1532 342308 283690
a 1482 1531 45468 45468
a 1482 1532 873935 0
a 1482 1533 229879 186508
a 1483 1532 577664 200862
a 1483 1533 986938 360987
a 1483 1534 570802 570802
a 1484 1533 145414 145414
a 1484 1534 32993 32993
a 1484 1535 754937 754937
a 1485 1534 212832 212832
a 1485 1535 954978 488031
a 1485 1536 470005 470005
a 1486 1535 417728 417728
a 1486 1536 134315 134315
a 1486 1537 45217 45217
a 1487 1536 947593 198579
a 1487 1537 862135 772268
a 1487 1538 659631 659631
a 1488 1537 819783 617355
a 1488 1538 237649 237649
a 1488 1539 434619 434619
a 1489 1538 564129 21836
a 1489 1539 610105 59132
a 1489 1540 423901 342599
a 1490 1539 841670 36807
a 1490 1540 469288 5532
a 1490 1541 811939 295534
a 1491 1540 536073 383540
a 1491 1541 636283 636283
a 1491 1542 188219 16776
a 1492 1541 394732 394732
a 1492 1542 681750 583399
a 1492 1543 578506 168921
a 1493 1542 140962 140962
a 1493 1543 775766 775766
a 1493 1544 81795 81795
a 1494 1543 711763 53984
a 1494 1544 437531 437531
a 1494 1545 114787 114787
a 1495 1544 466700 466700
a 1495 1545 650362 650362
a 1495 1546 69765 69765
a 1496 1545 453056 0
a 1496 1546 584442 0
a 1496 1547 720431 366820
a 1497 1546 498272 0
a 1497 1547 532034 0
a 1497 1548 582566 378925
a 1498 1547 157902 45315
a 1498 1548 868168 57267
a 1498 1549 820214 387408
a 1499 1548 108873 108873
a 1499 1549 432296 432296
a 1499 1550 946671 22768
a 1500 1549 532773 532773
a 1500 1550 273965 0
a 1500 1551 415958 415958
a 1501 1550 861064 678657
a 1501 1551 326389 326389
a 1501 1502 568592 452537
a 1502 1601 49282 49282
a 1502 1552 721120 135425
a 1502 1553 766694 568592
a 1503 1552 627787 242664
a 1503 1553 862082 643541
a 1503 1554 542459 518373
a 1504 1553 709582 709582
a 1504 1554 90196 0
a 1504 1555 979989 219707
a 1505 1554 340720 340720
a 1505 1555 556895 508313
a 1505 1556 146703 0
a 1506 1555 410484 354456
a 1506 1556 526302 0
a 1506 1557 731144 216966
a 1507 1556 647267 644478
a 1507 1557 24573 24573
a 1507 1558 779529 448539
a 1508 1557 229832 105913
a 1508 1558 698827 333263
a 1508 1559 647696 647696
a 1509 1558 566397 432519
a 1509 1559 324051 324051
a 1509 1560 79991 21017
a 1510 1559 513067 513067
a 1510 1560 856823 174856
a 1510 1561 870307 502740
a 1511 1560 445376 258078
a 1511 1561 717886 552224
a 1511 1562 713048 713048
a 1512 1561 13968 0
a 1512 1562 283520 283520
a 1512 1563 434167 335706
a 1513 1562 780661 201216
a 1513 1563 427658 102382
a 1513 1564 812600 157815
a 1514 1563 839471 839471
a 1514 1564 137239 137239
a 1514 1565 902796 138348
a 1515 1564 335811 335811
a 1515 1565 477959 78841
a 1515 1566 976042 458905
a 1516 1565 998865 648978
a 1516 1566 404794 404794
a 1516 1567 502344 502344
a 1517 1566 730008 730008
a 1517 1567 52060 52060
a 1517 1568 43268 43268
a 1518 1567 509536 0
a 1518 1568 798243 0
a 1518 1569 258446 131343
a 1519 1568 673583 0
a 1519 1569 364640 0
a 1519 1570 582496 348070
a 1520 1569 269925 54184
a 1520 1570 394058 394058
a 1520 1571 439319 439319
a 1521 1570 140232 0
a 1521 1571 839434 296690
a 1521 1572 673556 575739
a 1522 1571 853279 0
a 1522 1572 853401 0
a 1522 1573 957075 784328
a 1523 1572 803797 803797
a 1523 1573 150413 150413
a 1523 1574 384733 384733
a 1524 1573 132749 132749
a 1524 1574 506235 506235
a 1524 1575 38323 38323
a 1525 1574 35544 35544
a 1525 1575 842045 842045
a 1525 1576 32633 32633
a 1526 1575 527937 17194
a 1526 1576 357262 0
a 1526 1577 953779 459816
a 1527 1576 546632 173950
a 1527 1577 87269 0
a 1527 1578 522190 111576
a 1528 1577 589900 589900
a 1528 1578 113157 113157
a 1528 1579 320433 195596
a 1529 1578 848345 184814
a 1529 1579 303091 282493
a 1529 1580 201424 201424
a 1530 1579 430841 0
a 1530 1580 573016 165709
a 1530 1581 595481 595481
a 1531 1580 386511 163946
a 1531 1581 713247 150572
a 1531 1582 434914 434914
a 1532 1581 576418 59367
a 1532 1582 82877 82877
a 1532 1583 804666 342308
a 1533 1582 49845 49845
a 1533 1583 886673 0
a 1533 1584 955078 643064
a 1534 1583 434577 238455
a 1534 1584 535773 182397
a 1534 1585 461312 395775
a 1535 1584 989251 671652
a 1535 1585 571316 571316
a 1535 1586 819709 417728
a 1536 1585 538236 184137
a 1536 1586 615605 441792
a 1536 1587 176970 176970
a 1537 1586 492014 492014
a 1537 1587 162236 162236
a 1537 1588 780590 780590
a 1538 1587 530555 21836
a 1538 1588 752135 487182
a 1538 1589 410098 410098
a 1539 1588 367339 95939
a 1539 1589 116832 0
a 1539 1590 713189 434619
a 1540 1589 568762 381443
a 1540 1590 64024 64024
a 1540 1591 286204 286204
a 1541 1590 164243 49097
a 1541 1591 450534 450534
a 1541 1592 999450 826918
a 1542 1591 115508 115508
a 1542 1592 26951 26951
a 1542 1593 598678 598678
a 1543 1592 920174 920174
a 1543 1593 76795 76795
a 1543 1594 1702 1702
a 1544 1593 875251 584446
a 1544 1594 27723 27723
a 1544 1595 537475 373857
a 1545 1594 852915 0
a 1545 1595 533326 140007
a 1545 1596 625142 625142
a 1546 1595 672623 0
a 1546 1596 587913 0
a 1546 1597 240746 69765
a 1547 1596 849592 45315
a 1547 1597 79926 0
a 1547 1598 402982 366820
a 1548 1597 146533 57267
a 1548 1598 126832 108873
a 1548 1599 671468 378925
a 1549 1598 556631 556631
a 1549 1599 494171 494171
a 1549 1600 304651 301675
a 1550 1599 269819 269819
a 1550 1600 62932 62932
a 1550 1601 368674 368674
a 1551 1600 556022 257497
a 1551 1601 743526 632123
a 1551 1552 819207 484850
a 1552 1651 71823 71823
a 1552 1602 859034 428606
a 1552 1603 362510 362510
a 1553 1602 186852 186852
a 1553 1603 779207 779207
a 1553 1604 955656 955656
a 1554 1603 188553 188553
a 1554 1604 170809 170809
a 1554 1605 499731 499731
a 1555 1604 726027 726027
a 1555 1605 23723 23723
a 1555 1606 549408 332726
a 1556 1605 351169 351169
a 1556 1606 696345 155989
a 1556 1607 137320 137320
a 1557 1606 108266 0
a 1557 1607 62288 62288
a 1557 1608 733597 285164
a 1558 1607 27599 27599
a 1558 1608 725173 326294
a 1558 1609 860428 860428
a 1559 1608 699067 628179
a 1559 1609 281803 281803
a 1559 1610 870950 574832
a 1560 1609 3717 3717
a 1560 1610 551621 0
a 1560 1611 450234 450234
a 1561 1610 372391 237211
a 1561 1611 623994 623994
a 1561 1612 193759 193759
a 1562 1611 707949 443515
a 1562 1612 212168 185125
a 1562 1613 569144 569144
a 1563 1612 586810 586810
a 1563 1613 399019 399019
a 1563 1614 864702 291730
a 1564 1613 58818 58818
a 1564 1614 587571 536536
a 1564 1615 35511 35511
a 1565 1614 74900 74900
a 1565 1615 829950 215682
a 1565 1616 575585 575585
a 1566 1615 624307 624307
a 1566 1616 181118 181118
a 1566 1617 788282 788282
a 1567 1616 761626 0
a 1567 1617 805735 0
a 1567 1618 850569 554404
a 1568 1617 11574 0
a 1568 1618 833334 0
a 1568 1619 92093 43268
a 1569 1618 872001 0
a 1569 1619 48752 0
a 1569 1620 373895 185527
a 1570 1619 259303 0
a 1570 1620 568820 300261
a 1570 1621 441867 441867
a 1571 1620 709536 0
a 1571 1621 941210 385233
a 1571 1622 582212 350776
a 1572 1621 419646 419646
a 1572 1622 165511 165511
a 1572 1623 794379 794379
a 1573 1622 988790 605421
a 1573 1623 268672 268672
a 1573 1624 193397 193397
a 1574 1623 369843 0
a 1574 1624 843841 629192
a 1574 1625 297320 297320
a 1575 1624 405353 17194
a 1575 1625 918740 753099
a 1575 1626 127269 127269
a 1576 1625 980938 173950
a 1576 1626 543046 0
a 1576 1627 824738 32633
a 1577 1626 769219 81869
a 1577 1627 821023 821023
a 1577 1628 146824 146824
a 1578 1627 136139 0
a 1578 1628 832596 97194
a 1578 1629 980157 312353
a 1579 1628 228232 228232
a 1579 1629 220949 220949
a 1579 1630 28908 28908
a 1580 1629 118478 118478
a 1580 1630 480251 0
a 1580 1631 597728 412601
a 1581 1630 560345 560345
a 1581 1631 189786 189786
a 1581 1632 55289 55289
a 1582 1631 142556 142556
a 1582 1632 609431 0
a 1582 1633 737151 425080
a 1583 1632 453287 171337
a 1583 1633 114572 63299
a 1583 1634 522175 346127
a 1584 1633 646683 646683
a 1584 1634 484415 484415
a 1584 1635 366015 366015
a 1585 1634 460354 460354
a 1585 1635 406119 406119
a 1585 1636 284755 284755
a 1586 1635 103974 103974
a 1586 1636 903408 903408
a 1586 1637 344152 344152
a 1587 1636 445063 6889
a 1587 1637 188978 188978
a 1587 1638 165175 165175
a 1588 1637 591887 591887
a 1588 1638 325117 325117
a 1588 1639 514122 446707
a 1589 1638 572043 56471
a 1589 1639 69700 0
a 1589 1640 735070 735070
a 1590 1639 117303 0
a 1590 1640 188177 24730
a 1590 1641 731672 523010
a 1591 1640 231382 149564
a 1591 1641 264873 264873
a 1591 1642 437809 437809
a 1592 1641 286670 286670
a 1592 1642 923781 923781
a 1592 1643 563592 563592
a 1593 1642 540173 204689
a 1593 1643 377067 377067
a 1593 1644 678163 678163
a 1594 1643 62347 0
a 1594 1644 540101 0
a 1594 1645 678929 29425
a 1595 1644 428361 428361
a 1595 1645 455 455
a 1595 1646 85048 85048
a 1596 1645 713115 61222
a 1596 1646 104428 104428
a 1596 1647 504807 504807
a 1597 1646 57267 57267
a 1597 1647 65843 0
a 1597 1648 693785 69765
a 1598 1647 738793 399121
a 1598 1648 657729 520904
a 1598 1649 535253 112299
a 1599 1648 769266 576439
a 1599 1649 746123 187144
a 1599 1650 604952 379332
a 1600 1649 504336 254521
a 1600 1650 379777 58103
a 1600 1651 309480 309480
a 1601 1650 752359 435546
a 1601 1651 611158 611158
a 1601 1602 90705 3375
a 1602 1701 190168 190168
a 1602 1652 414180 414180
a 1602 1653 14485 14485
a 1603 1652 753759 726292
a 1603 1653 954352 325354
a 1603 1654 391551 278624
a 1604 1653 948273 646979
a 1604 1654 533050 273862
a 1604 1655 931651 931651
a 1605 1654 627202 426166
a 1605 1655 961410 0
a 1605 1656 448457 448457
a 1606 1655 228601 228601
a 1606 1656 190877 190877
a 1606 1657 69237 69237
a 1607 1656 733407 0
a 1607 1657 764495 147409
a 1607 1658 135079 79798
a 1608 1657 427191 427191
a 1608 1658 503287 503287
a 1608 1659 309159 309159
a 1609 1658 962443 357044
a 1609 1659 788904 788904
a 1609 1660 55281 0
a 1610 1659 83746 83746
a 1610 1660 293239 293239
a 1610 1661 435058 435058
a 1611 1660 909578 909578
a 1611 1661 45598 45598
a 1611 1662 562567 562567
a 1612 1661 282 282
a 1612 1662 752117 627749
a 1612 1663 976746 337663
a 1613 1662 531118 381755
a 1613 1663 505875 125759
a 1613 1664 931097 519467
a 1614 1663 439020 439020
a 1614 1664 454147 0
a 1614 1665 464146 464146
a 1615 1664 887022 254970
a 1615 1665 81348 81348
a 1615 1666 941908 539182
a 1616 1665 335479 62665
a 1616 1666 826300 561254
a 1616 1667 132784 132784
a 1617 1666 404715 0
a 1617 1667 559707 374652
a 1617 1668 413630 413630
a 1618 1667 56145 0
a 1618 1668 503249 121136
a 1618 1669 433268 433268
a 1619 1668 365303 0
a 1619 1669 982044 0
a 1619 1670 222171 43268
a 1620 1669 936935 288656
a 1620 1670 65789 65789
a 1620 1671 515410 131343
a 1621 1670 888344 802821
a 1621 1671 975366 366566
a 1621 1672 77359 77359
a 1622 1671 450911 283882
a 1622 1672 491999 491999
a 1622 1673 345827 345827
a 1623 1672 944008 188234
a 1623 1673 23116 23116
a 1623 1674 851701 851701
a 1624 1673 391457 71801
a 1624 1674 462135 462135
a 1624 1675 305847 305847
a 1625 1674 371954 371954
a 1625 1675 349157 112421
a 1625 1676 903547 739994
a 1626 1675 313861 0
a 1626 1676 200987 0
a 1626 1677 246198 209138
a 1627 1676 962996 0
a 1627 1677 122053 47752
a 1627 1678 805904 805904
a 1628 1677 376625 97194
a 1628 1678 178197 0
a 1628 1679 825505 375056
a 1629 1678 809892 206098
a 1629 1679 59851 0
a 1629 1680 807548 445682
a 1630 1679 548415 171337
a 1630 1680 513137 59367
a 1630 1681 873336 358549
a 1631 1680 580176 353680
a 1631 1681 917833 125958
a 1631 1682 365054 265305
a 1632 1681 657534 171337
a 1632 1682 885095 0
a 1632 1683 857052 55289
a 1633 1682 519712 99749
a 1633 1683 829102 638793
a 1633 1684 396520 396520
a 1634 1683 371412 185869
a 1634 1684 736910 736910
a 1634 1685 375006 368117
a 1635 1684 193610 43082
a 1635 1685 108864 108864
a 1635 1686 724162 724162
a 1636 1685 613508 613508
a 1636 1686 422724 422724
a 1636 1687 441500 158820
a 1637 1686 859706 153677
a 1637 1687 902072 407924
a 1637 1688 563552 563416
a 1638 1687 181961 0
a 1638 1688 795048 288663
a 1638 1689 258100 258100
a 1639 1688 7465 7465
a 1639 1689 121292 121292
a 1639 1690 317950 317950
a 1640 1689 815012 105881
a 1640 1690 669706 456044
a 1640 1691 347439 347439
a 1641 1690 204700 43049
a 1641 1691 249881 249881
a 1641 1692 781623 781623
a 1642 1691 569753 475796
a 1642 1692 423766 423766
a 1642 1693 666717 666717
a 1643 1692 943156 136091
a 1643 1693 943477 792398
a 1643 1694 12170 12170
a 1644 1693 339675 42556
a 1644 1694 314888 314888
a 1644 1695 749080 749080
a 1645 1694 714681 0
a 1645 1695 24849 0
a 1645 1696 857943 91102
a 1646 1695 955194 0
a 1646 1696 638357 57267
a 1646 1697 797018 189476
a 1647 1696 396694 396694
a 1647 1697 498062 291793
a 1647 1698 215441 215441
a 1648 1697 960245 960245
a 1648 1698 196374 196374
a 1648 1699 10489 10489
a 1649 1698 218345 218345
a 1649 1699 203839 203839
a 1649 1700 131780 131780
a 1650 1699 52646 52646
a 1650 1700 18850 18850
a 1650 1701 801485 801485
a 1651 1700 916436 335514
a 1651 1701 739901 656947
a 1651 1652 51365 0
a 1652 1751 698058 440814
a 1652 1702 309653 309653
a 1652 1703 475130 390005
a 1653 1702 881126 881126
a 1653 1703 252809 105692
a 1653 1704 934958 0
a 1654 1703 893296 893296
a 1654 1704 108835 77762
a 1654 1705 249845 7594
a 1655 1704 642375 545692
a 1655 1705 339867 339867
a 1655 1706 274693 274693
a 1656 1705 16669 0
a 1656 1706 295061 209933
a 1656 1707 429401 429401
a 1657 1706 813686 90172
a 1657 1707 208106 144742
a 1657 1708 443814 408923
a 1658 1707 545479 0
a 1658 1708 684702 299941
a 1658 1709 640188 640188
a 1659 1708 555967 555967
a 1659 1709 419398 419398
a 1659 1710 360378 206444
a 1660 1709 687746 31744
a 1660 1710 472044 319589
a 1660 1711 895579 851484
a 1661 1710 5582 5582
a 1661 1711 904831 44377
a 1661 1712 635480 430979
a 1662 1711 573298 573298
a 1662 1712 602889 436206
a 1662 1713 945132 562567
a 1663 1712 564779 564779
a 1663 1713 484014 0
a 1663 1714 714292 337663
a 1664 1713 499736 75076
a 1664 1714 893661 359882
a 1664 1715 339479 339479
a 1665 1714 749580 0
a 1665 1715 536035 62665
a 1665 1716 679345 545494
a 1666 1715 540624 540624
a 1666 1716 69055 69055
a 1666 1717 490757 490757
a 1667 1716 486377 0
a 1667 1717 399093 292222
a 1667 1718 215214 215214
a 1668 1717 930190 0
a 1668 1718 944571 0
a 1668 1719 899916 534766
a 1669 1718 86729 0
a 1669 1719 500537 402611
a 1669 1720 319313 319313
a 1670 1719 447106 0
a 1670 1720 704634 604170
a 1670 1721 307708 307708
a 1671 1720 342685 342685
a 1671 1721 226567 226567
a 1671 1722 212539 212539
a 1672 1721 978164 0
a 1672 1722 799864 425813
a 1672 1723 331779 331779
a 1673 1722 439647 0
a 1673 1723 364642 277712
a 1673 1724 332144 163032
a 1674 1723 670291 595608
a 1674 1724 864377 864377
a 1674 1725 225805 225805
a 1675 1724 9769 9769
a 1675 1725 130308 130308
a 1675 1726 278191 278191
a 1676 1725 205465 205465
a 1676 1726 187283 187283
a 1676 1727 347246 347246
a 1677 1726 212574 97194
a 1677 1727 190011 0
a 1677 1728 746338 256890
a 1678 1727 427787 206098
a 1678 1728 120201 114996
a 1678 1729 690908 690908
a 1679 1728 327702 171337
a 1679 1729 723281 0
a 1679 1730 707796 375056
a 1680 1729 647015 292754
a 1680 1730 170387 170387
a 1680 1731 412429 395588
a 1681 1730 471074 471074
a 1681 1731 29423 29423
a 1681 1732 155347 155347
a 1682 1731 683612 0
a 1682 1732 523938 0
a 1682 1733 955210 365054
a 1683 1732 531742 109865
a 1683 1733 963584 525160
a 1683 1734 836203 244926
a 1684 1733 863886 809355
a 1684 1734 150226 150226
a 1684 1735 216931 216931
a 1685 1734 89690 66905
a 1685 1735 159994 159994
a 1685 1736 863590 863590
a 1686 1735 367880 367880
a 1686 1736 881811 881811
a 1686 1737 50872 50872
a 1687 1736 231477 231477
a 1687 1737 94384 94384
a 1687 1738 240883 240883
a 1688 1737 494166 26298
a 1688 1738 522170 330278
a 1688 1739 877435 502968
a 1689 1738 185073 105881
a 1689 1739 849872 262325
a 1689 1740 117067 117067
a 1690 1739 409220 0
a 1690 1740 13238 13238
a 1690 1741 803805 803805
a 1691 1740 338000 161343
a 1691 1741 484311 114144
a 1691 1742 833227 797629
a 1692 1741 493346 300041
a 1692 1742 684275 684275
a 1692 1743 357164 357164
a 1693 1742 448555 448555
a 1693 1743 216016 216016
a 1693 1744 837100 837100
a 1694 1743 284757 0
a 1694 1744 79901 0
a 1694 1745 987325 327058
a 1695 1744 501687 0
a 1695 1745 685942 85409
a 1695 1746 663671 663671
a 1696 1745 881628 0
a 1696 1746 570174 0
a 1696 1747 545481 545063
a 1697 1746 932500 0
a 1697 1747 801650 801650
a 1697 1748 639864 639864
a 1698 1747 689734 0
a 1698 1748 295816 0
a 1698 1749 678385 630160
a 1699 1748 83520 0
a 1699 1749 997240 0
a 1699 1750 528256 266974
a 1700 1749 716938 79684
a 1700 1750 406460 406460
a 1700 1751 57845 0
a 1701 1750 520743 520743
a 1701 1751 744459 585701
a 1701 1702 542156 542156
a 1702 1801 870321 752348
a 1702 1752 237805 237805
a 1702 1753 742782 742782
a 1703 1752 227485 227485
a 1703 1753 202711 202711
a 1703 1754 958797 958797
a 1704 1753 580936 580936
a 1704 1754 3820 3820
a 1704 1755 38698 38698
a 1705 1754 84612 84612
a 1705 1755 21858 21858
a 1705 1756 240991 240991
a 1706 1755 748282 90172
a 1706 1756 903486 0
a 1706 1757 811164 484626
a 1707 1756 810114 0
a 1707 1757 352337 0
a 1707 1758 612814 574143
a 1708 1757 966329 288512
a 1708 1758 558422 558422
a 1708 1759 424981 417897
a 1709 1758 644714 311530
a 1709 1759 158293 158293
a 1709 1760 938572 621507
a 1710 1759 689321 7084
a 1710 1760 875230 179500
a 1710 1761 345031 345031
a 1711 1760 747166 687821
a 1711 1761 395972 395972
a 1711 1762 605842 385366
a 1712 1761 805673 805673
a 1712 1762 266293 266293
a 1712 1763 359998 359998
a 1713 1762 548454 548454
a 1713 1763 10129 10129
a 1713 1764 79060 79060
a 1714 1763 23602 23602
a 1714 1764 591064 591064
a 1714 1765 82879 82879
a 1715 1764 578651 62665
a 1715 1765 675675 259014
a 1715 1766 621089 621089
a 1716 1765 819642 96279
a 1716 1766 940309 0
a 1716 1767 524574 518270
a 1717 1766 630805 0
a 1717 1767 750422 65428
a 1717 1768 876910 717551
a 1718 1767 759970 0
a 1718 1768 716751 0
a 1718 1769 951683 215214
a 1719 1768 184950 0
a 1719 1769 877816 827402
a 1719 1770 109975 109975
a 1720 1769 123522 0
a 1720 1770 567136 280964
a 1720 1771 985204 985204
a 1721 1770 984904 0
a 1721 1771 314301 153099
a 1721 1772 381176 381176
a 1722 1771 107097 0
a 1722 1772 636325 474532
a 1722 1773 163820 163820
a 1723 1772 983446 148770
a 1723 1773 701130 701130
a 1723 1774 690300 355199
a 1724 1773 62506 62506
a 1724 1774 724732 693309
a 1724 1775 281363 281363
a 1725 1774 145384 0
a 1725 1775 303382 88189
a 1725 1776 473389 473389
a 1726 1775 282824 97194
a 1726 1776 123023 0
a 1726 1777 930049 465474
a 1727 1776 807397 206098
a 1727 1777 270180 0
a 1727 1778 680471 347246
a 1728 1777 200658 171337
a 1728 1778 30149 0
a 1728 1779 913573 371886
a 1729 1778 152340 147469
a 1729 1779 731451 360127
a 1729 1780 791388 476066
a 1730 1779 262314 262314
a 1730 1780 371324 246170
a 1730 1781 874875 508033
a 1731 1780 247518 247518
a 1731 1781 872579 10679
a 1731 1782 705528 166814
a 1732 1781 145045 109865
a 1732 1782 979676 126439
a 1732 1783 341852 28908
a 1733 1782 825216 730522
a 1733 1783 963121 926065
a 1733 1784 42982 42982
a 1734 1783 515515 152366
a 1734 1784 25626 25626
a 1734 1785 284065 284065
a 1735 1784 313229 44180
a 1735 1785 687362 567314
a 1735 1786 587446 133311
a 1736 1785 786617 779872
a 1736 1786 970185 970185
a 1736 1787 226821 226821
a 1737 1786 233018 26298
a 1737 1787 293934 0
a 1737 1788 497000 145256
a 1738 1787 913488 4493
a 1738 1788 494591 145401
a 1738 1789 527148 527148
a 1739 1788 343412 343412
a 1739 1789 163283 163283
a 1739 1790 258598 258598
a 1740 1789 651151 0
a 1740 1790 425596 3962
a 1740 1791 629921 287686
a 1741 1790 526025 526025
a 1741 1791 189465 189465
a 1741 1792 502500 502500
a 1742 1791 231552 231552
a 1742 1792 850861 700380
a 1742 1793 998527 998527
a 1743 1792 573404 85073
a 1743 1793 192428 192428
a 1743 1794 961647 295679
a 1744 1793 132737 0
a 1744 1794 707942 507065
a 1744 1795 503625 330035
a 1745 1794 416801 0
a 1745 1795 21170 0
a 1745 1796 707338 412467
a 1746 1795 520598 145658
a 1746 1796 324139 324139
a 1746 1797 193874 193874
a 1747 1796 747418 301750
a 1747 1797 557156 557156
a 1747 1798 487807 487807
a 1748 1797 244417 0
a 1748 1798 986995 141114
a 1748 1799 498750 498750
a 1749 1798 771565 0
a 1749 1799 846758 531460
a 1749 1800 178384 178384
a 1750 1799 546514 244857
a 1750 1800 497908 497908
a 1750 1801 603979 451412
a 1751 1800 692787 692787
a 1751 1801 23932 23932
a 1751 1752 309796 309796
a 1752 1851 711638 0
a 1752 1802 771836 98078
a 1752 1803 677008 677008
a 1753 1802 710164 0
a 1753 1803 861591 656993
a 1753 1804 869436 869436
a 1754 1803 188162 0
a 1754 1804 994327 469852
a 1754 1805 577377 577377
a 1755 1804 208138 90172
a 1755 1805 927479 0
a 1755 1806 114899 60556
a 1756 1805 431827 0
a 1756 1806 448076 0
a 1756 1807 955389 240991
a 1757 1806 625701 548748
a 1757 1807 195494 195494
a 1757 1808 28896 28896
a 1758 1807 629859 471943
a 1758 1808 956262 956262
a 1758 1809 15890 15890
a 1759 1808 644960 158293
a 1759 1809 244178 90834
a 1759 1810 862647 334147
a 1760 1809 823343 498495
a 1760 1810 790692 420509
a 1760 1811 876906 569824
a 1761 1810 943674 569845
a 1761 1811 999830 685921
a 1761 1812 417189 290910
a 1762 1811 769821 299622
a 1762 1812 711467 711467
a 1762 1813 189024 189024
a 1763 1812 446828 0
a 1763 1813 937982 0
a 1763 1814 566966 393729
a 1764 1813 832615 529002
a 1764 1814 126143 126143
a 1764 1815 77644 77644
a 1765 1814 926344 96279
a 1765 1815 850633 336771
a 1765 1816 5122 5122
a 1766 1815 41242 0
a 1766 1816 282459 230955
a 1766 1817 969550 390134
a 1767 1816 996630 41948
a 1767 1817 908159 0
a 1767 1818 681395 541750
a 1768 1817 25525 25525
a 1768 1818 54370 54370
a 1768 1819 637656 637656
a 1769 1818 557766 0
a 1769 1819 699329 160782
a 1769 1820 881834 881834
a 1770 1819 936764 163038
a 1770 1820 39024 39024
a 1770 1821 188877 188877
a 1771 1820 330021 0
a 1771 1821 982697 949597
a 1771 1822 188706 188706
a 1772 1821 747209 0
a 1772 1822 752517 140929
a 1772 1823 900172 863549
a 1773 1822 452585 0
a 1773 1823 715696 572951
a 1773 1824 354505 354505
a 1774 1823 19550 19550
a 1774 1824 548311 548311
a 1774 1825 480647 480647
a 1775 1824 97194 97194
a 1775 1825 474654 38273
a 1775 1826 331279 331279
a 1776 1825 618667 206098
a 1776 1826 32247 0
a 1776 1827 613738 473389
a 1777 1826 588216 171337
a 1777 1827 545228 427226
a 1777 1828 38248 38248
a 1778 1827 269610 147469
a 1778 1828 87104 0
a 1778 1829 608969 347246
a 1779 1828 423618 197707
a 1779 1829 644869 488322
a 1779 1830 308298 308298
a 1780 1829 821803 821803
a 1780 1830 97984 97984
a 1780 1831 347321 49967
a 1781 1830 10679 10679
a 1781 1831 428004 220382
a 1781 1832 846369 397516
a 1782 1831 715736 216974
a 1782 1832 691564 691564
a 1782 1833 115237 115237
a 1783 1832 132259 132259
a 1783 1833 144148 144148
a 1783 1834 830932 830932
a 1784 1833 486763 26298
a 1784 1834 163698 43508
a 1784 1835 379242 42982
a 1785 1834 483761 483761
a 1785 1835 777243 777243
a 1785 1836 370247 370247
a 1786 1835 331392 331392
a 1786 1836 395909 395909
a 1786 1837 402493 402493
a 1787 1836 461481 4493
a 1787 1837 500477 0
a 1787 1838 947720 226821
a 1788 1837 499728 0
a 1788 1838 770086 599246
a 1788 1839 34823 34823
a 1789 1838 625049 0
a 1789 1839 710055 494388
a 1789 1840 196043 196043
a 1790 1839 449698 446350
a 1790 1840 48209 48209
a 1790 1841 294026 294026
a 1791 1840 797018 411435
a 1791 1841 58887 58887
a 1791 1842 238381 238381
a 1792 1841 159738 159738
a 1792 1842 290974 290974
a 1792 1843 929945 837241
a 1793 1842 274974 274974
a 1793 1843 939584 325537
a 1793 1844 590444 590444
a 1794 1843 105905 105905
a 1794 1844 426346 426346
a 1794 1845 270493 270493
a 1795 1844 1499 1499
a 1795 1845 426459 426459
a 1795 1846 47735 47735
a 1796 1845 371745 0
a 1796 1846 757850 78360
a 1796 1847 959996 959996
a 1797 1846 290590 71228
a 1797 1847 219330 219330
a 1797 1848 460472 460472
a 1798 1847 238309 0
a 1798 1848 235409 0
a 1798 1849 746909 628921
a 1799 1848 789484 48769
a 1799 1849 860457 769334
a 1799 1850 456964 456964
a 1800 1849 985526 553753
a 1800 1850 310154 310154
a 1800 1851 505172 505172
a 1801 1850 795904 523758
a 1801 1851 623523 623523
a 1801 1802 80411 80411
a 1802 1901 550636 0
a 1802 1852 783260 0
a 1802 1853 887736 178489
a 1803 1852 996932 0
a 1803 1853 574585 506681
a 1803 1854 827320 827320
a 1804 1853 587376 462601
a 1804 1854 196842 196842
a 1804 1855 770017 770017
a 1805 1854 857868 182562
a 1805 1855 198340 198340
a 1805 1856 196475 196475
a 1806 1855 905603 202076
a 1806 1856 86436 86436
a 1806 1857 954324 320792
a 1807 1856 381950 295919
